country,country_code,partner,product_sector,product_sector_code,indicator,year,value,unit,source
Algeria,Dza,World,Integrated Circuits And Electronic Components,Mamtotic,Merchandise Exports By Product Group � Annual,2017,4.189683,Million Us Dollar,wto
Algeria,Dza,World,Integrated Circuits And Electronic Components,Mamtotic,Merchandise Exports By Product Group � Annual,2018,0.315435,Million Us Dollar,wto
Algeria,Dza,World,Integrated Circuits And Electronic Components,Mamtotic,Merchandise Exports By Product Group � Annual,2019,0.759,Million Us Dollar,wto
Algeria,Dza,World,Integrated Circuits And Electronic Components,Mamtotic,Merchandise Exports By Product Group � Annual,2020,0.427,Million Us Dollar,wto
Algeria,Dza,World,Integrated Circuits And Electronic Components,Mamtotic,Merchandise Exports By Product Group � Annual,2021,0.308336,Million Us Dollar,wto
Algeria,Dza,World,Integrated Circuits And Electronic Components,Mamtotic,Merchandise Exports By Product Group � Annual,2022,0.170649,Million Us Dollar,wto
Algeria,Dza,World,Integrated Circuits And Electronic Components,Mamtotic,Merchandise Exports By Product Group � Annual,2023,0.184038,Million Us Dollar,wto
Algeria,Dza,World,Integrated Circuits And Electronic Components,Mamtotic,Merchandise Exports By Product Group � Annual,2024,0.001004,Million Us Dollar,wto
Algeria,Dza,World,Telecommunications Equipment,Mamtottl,Merchandise Exports By Product Group � Annual,2015,0.29866,Million Us Dollar,wto
Algeria,Dza,World,Telecommunications Equipment,Mamtottl,Merchandise Exports By Product Group � Annual,2016,4.624772,Million Us Dollar,wto
Algeria,Dza,World,Telecommunications Equipment,Mamtottl,Merchandise Exports By Product Group � Annual,2017,8.141721,Million Us Dollar,wto
Algeria,Dza,World,Telecommunications Equipment,Mamtottl,Merchandise Exports By Product Group � Annual,2018,9.66525,Million Us Dollar,wto
Algeria,Dza,World,Telecommunications Equipment,Mamtottl,Merchandise Exports By Product Group � Annual,2019,12.643,Million Us Dollar,wto
Algeria,Dza,World,Telecommunications Equipment,Mamtottl,Merchandise Exports By Product Group � Annual,2020,4.853,Million Us Dollar,wto
Algeria,Dza,World,Telecommunications Equipment,Mamtottl,Merchandise Exports By Product Group � Annual,2021,4.762648,Million Us Dollar,wto
Algeria,Dza,World,Telecommunications Equipment,Mamtottl,Merchandise Exports By Product Group � Annual,2022,4.158114,Million Us Dollar,wto
Algeria,Dza,World,Telecommunications Equipment,Mamtottl,Merchandise Exports By Product Group � Annual,2023,3.422779,Million Us Dollar,wto
Algeria,Dza,World,Telecommunications Equipment,Mamtottl,Merchandise Exports By Product Group � Annual,2024,15.474152,Million Us Dollar,wto
Algeria,Dza,World,Transport Equipment,Mamtte,Merchandise Exports By Product Group � Annual,2015,11.01527,Million Us Dollar,wto
Algeria,Dza,World,Transport Equipment,Mamtte,Merchandise Exports By Product Group � Annual,2016,2.38148,Million Us Dollar,wto
Algeria,Dza,World,Transport Equipment,Mamtte,Merchandise Exports By Product Group � Annual,2017,21.081749,Million Us Dollar,wto
Algeria,Dza,World,Transport Equipment,Mamtte,Merchandise Exports By Product Group � Annual,2018,21.464234,Million Us Dollar,wto
Algeria,Dza,World,Transport Equipment,Mamtte,Merchandise Exports By Product Group � Annual,2019,20.784,Million Us Dollar,wto
Algeria,Dza,World,Transport Equipment,Mamtte,Merchandise Exports By Product Group � Annual,2020,36.974,Million Us Dollar,wto
Algeria,Dza,World,Transport Equipment,Mamtte,Merchandise Exports By Product Group � Annual,2021,23.50592,Million Us Dollar,wto
Algeria,Dza,World,Transport Equipment,Mamtte,Merchandise Exports By Product Group � Annual,2022,10.206344,Million Us Dollar,wto
Algeria,Dza,World,Transport Equipment,Mamtte,Merchandise Exports By Product Group � Annual,2023,5.767012,Million Us Dollar,wto
Algeria,Dza,World,Transport Equipment,Mamtte,Merchandise Exports By Product Group � Annual,2024,10.725518,Million Us Dollar,wto
Algeria,Dza,World,Textiles,Mate,Merchandise Exports By Product Group � Annual,2015,1.167396,Million Us Dollar,wto
Algeria,Dza,World,Textiles,Mate,Merchandise Exports By Product Group � Annual,2016,0.610806,Million Us Dollar,wto
Algeria,Dza,World,Textiles,Mate,Merchandise Exports By Product Group � Annual,2017,1.182276,Million Us Dollar,wto
Algeria,Dza,World,Textiles,Mate,Merchandise Exports By Product Group � Annual,2018,3.194409,Million Us Dollar,wto
Algeria,Dza,World,Textiles,Mate,Merchandise Exports By Product Group � Annual,2019,7.322,Million Us Dollar,wto
Algeria,Dza,World,Textiles,Mate,Merchandise Exports By Product Group � Annual,2020,19.429,Million Us Dollar,wto
Algeria,Dza,World,Textiles,Mate,Merchandise Exports By Product Group � Annual,2021,10.522401,Million Us Dollar,wto
Algeria,Dza,World,Textiles,Mate,Merchandise Exports By Product Group � Annual,2022,9.091272,Million Us Dollar,wto
Algeria,Dza,World,Textiles,Mate,Merchandise Exports By Product Group � Annual,2023,5.496687,Million Us Dollar,wto
Algeria,Dza,World,Textiles,Mate,Merchandise Exports By Product Group � Annual,2024,11.160456,Million Us Dollar,wto
Algeria,Dza,World,Fuels And Mining Products,Mi,Merchandise Exports By Product Group � Annual,2015,33325.9075,Million Us Dollar,wto
Algeria,Dza,World,Fuels And Mining Products,Mi,Merchandise Exports By Product Group � Annual,2016,28661.302181,Million Us Dollar,wto
Algeria,Dza,World,Fuels And Mining Products,Mi,Merchandise Exports By Product Group � Annual,2017,33880.809328,Million Us Dollar,wto
Algeria,Dza,World,Fuels And Mining Products,Mi,Merchandise Exports By Product Group � Annual,2018,39602.579175,Million Us Dollar,wto
Algeria,Dza,World,Fuels And Mining Products,Mi,Merchandise Exports By Product Group � Annual,2019,33176.059,Million Us Dollar,wto
Algeria,Dza,World,Fuels And Mining Products,Mi,Merchandise Exports By Product Group � Annual,2020,19846.537,Million Us Dollar,wto
Algeria,Dza,World,Fuels And Mining Products,Mi,Merchandise Exports By Product Group � Annual,2021,34258.634937,Million Us Dollar,wto
Algeria,Dza,World,Fuels And Mining Products,Mi,Merchandise Exports By Product Group � Annual,2022,59177.715288,Million Us Dollar,wto
Algeria,Dza,World,Fuels And Mining Products,Mi,Merchandise Exports By Product Group � Annual,2023,51043.799489,Million Us Dollar,wto
Algeria,Dza,World,Fuels And Mining Products,Mi,Merchandise Exports By Product Group � Annual,2024,45489.908093,Million Us Dollar,wto
Algeria,Dza,World,Fuels,Mifu,Merchandise Exports By Product Group � Annual,2015,33218.366568,Million Us Dollar,wto
Algeria,Dza,World,Fuels,Mifu,Merchandise Exports By Product Group � Annual,2016,28585.789555,Million Us Dollar,wto
Algeria,Dza,World,Fuels,Mifu,Merchandise Exports By Product Group � Annual,2017,33822.732721,Million Us Dollar,wto
Algeria,Dza,World,Fuels,Mifu,Merchandise Exports By Product Group � Annual,2018,39480.774345,Million Us Dollar,wto
Algeria,Dza,World,Fuels,Mifu,Merchandise Exports By Product Group � Annual,2019,33047.947,Million Us Dollar,wto
Algeria,Dza,World,Fuels,Mifu,Merchandise Exports By Product Group � Annual,2020,19759.391,Million Us Dollar,wto
Algeria,Dza,World,Fuels,Mifu,Merchandise Exports By Product Group � Annual,2021,34103.229015,Million Us Dollar,wto
Algeria,Dza,World,Fuels,Mifu,Merchandise Exports By Product Group � Annual,2022,58837.638011,Million Us Dollar,wto
Algeria,Dza,World,Fuels,Mifu,Merchandise Exports By Product Group � Annual,2023,50619.203263,Million Us Dollar,wto
Algeria,Dza,World,Fuels,Mifu,Merchandise Exports By Product Group � Annual,2024,45116.739061,Million Us Dollar,wto
Algeria,Dza,World,Total Merchandise,To,Merchandise Exports By Product Group � Annual,2015,34668.0,Million Us Dollar,wto
Algeria,Dza,World,Total Merchandise,To,Merchandise Exports By Product Group � Annual,2016,30026.0,Million Us Dollar,wto
Algeria,Dza,World,Total Merchandise,To,Merchandise Exports By Product Group � Annual,2017,35191.0,Million Us Dollar,wto
Algeria,Dza,World,Total Merchandise,To,Merchandise Exports By Product Group � Annual,2018,41797.0,Million Us Dollar,wto
Algeria,Dza,World,Total Merchandise,To,Merchandise Exports By Product Group � Annual,2019,35312.258216,Million Us Dollar,wto
Algeria,Dza,World,Total Merchandise,To,Merchandise Exports By Product Group � Annual,2020,21931.988059,Million Us Dollar,wto
Algeria,Dza,World,Total Merchandise,To,Merchandise Exports By Product Group � Annual,2021,38636.906171,Million Us Dollar,wto
Algeria,Dza,World,Total Merchandise,To,Merchandise Exports By Product Group � Annual,2022,65715.0,Million Us Dollar,wto
Algeria,Dza,World,Total Merchandise,To,Merchandise Exports By Product Group � Annual,2023,55555.0,Million Us Dollar,wto
Algeria,Dza,World,Total Merchandise,To,Merchandise Exports By Product Group � Annual,2024,49067.0,Million Us Dollar,wto
Algeria,Dza,World,Total Merchandise,To,Merchandise Exports By Product Group � Annual,2025,45400.0,Million Us Dollar,wto
Algeria,Dza,World,Total Merchandise,To,Total Merchandise Imports - Quarterly,2015,13263.365953,Million Us Dollar,wto
Algeria,Dza,World,Total Merchandise,To,Total Merchandise Imports - Quarterly,2016,11619.324373,Million Us Dollar,wto
Algeria,Dza,World,Total Merchandise,To,Total Merchandise Imports - Quarterly,2017,11920.0,Million Us Dollar,wto
Algeria,Dza,World,Total Merchandise,To,Total Merchandise Imports - Quarterly,2018,11249.44,Million Us Dollar,wto
Algeria,Dza,World,Total Merchandise,To,Total Merchandise Imports - Quarterly,2019,12577.367235,Million Us Dollar,wto
Algeria,Dza,World,Total Merchandise,To,Total Merchandise Imports - Quarterly,2020,9906.174796,Million Us Dollar,wto
Algeria,Dza,World,Total Merchandise,To,Total Merchandise Imports - Quarterly,2021,9439.57181,Million Us Dollar,wto
Algeria,Dza,World,Total Merchandise,To,Total Merchandise Imports - Quarterly,2022,9694.0,Million Us Dollar,wto
Algeria,Dza,World,Total Merchandise,To,Total Merchandise Imports - Quarterly,2023,10021.0,Million Us Dollar,wto
Algeria,Dza,World,Total Merchandise,To,Total Merchandise Imports - Quarterly,2024,10664.0,Million Us Dollar,wto
Algeria,Dza,World,Total Merchandise,To,Total Merchandise Imports - Quarterly,2025,11600.0,Million Us Dollar,wto
Algeria,Dza,World,Total Merchandise,To,Total Merchandise Imports - Quarterly,2025,12700.0,Million Us Dollar,wto
Algeria,Dza,World,Total Merchandise,To,Total Merchandise Imports - Quarterly,2024,10801.0,Million Us Dollar,wto
Algeria,Dza,World,Total Merchandise,To,Total Merchandise Imports - Quarterly,2023,10676.0,Million Us Dollar,wto
Algeria,Dza,World,Total Merchandise,To,Total Merchandise Imports - Quarterly,2022,9974.0,Million Us Dollar,wto
Algeria,Dza,World,Total Merchandise,To,Total Merchandise Imports - Quarterly,2021,9502.69107,Million Us Dollar,wto
Algeria,Dza,World,Total Merchandise,To,Total Merchandise Imports - Quarterly,2020,8064.097216,Million Us Dollar,wto
Algeria,Dza,World,Total Merchandise,To,Total Merchandise Imports - Quarterly,2017,12041.826113,Million Us Dollar,wto
Algeria,Dza,World,Total Merchandise,To,Total Merchandise Imports - Quarterly,2018,11814.56,Million Us Dollar,wto
Algeria,Dza,World,Total Merchandise,To,Total Merchandise Imports - Quarterly,2019,11481.129117,Million Us Dollar,wto
Algeria,Dza,World,Total Merchandise,To,Total Merchandise Imports - Quarterly,2016,12071.802833,Million Us Dollar,wto
Algeria,Dza,World,Total Merchandise,To,Total Merchandise Imports - Quarterly,2015,14173.351586,Million Us Dollar,wto
Algeria,Dza,World,Total Merchandise,To,Total Merchandise Imports - Quarterly,2015,12106.112497,Million Us Dollar,wto
Algeria,Dza,World,Total Merchandise,To,Total Merchandise Imports - Quarterly,2016,11664.672994,Million Us Dollar,wto
Algeria,Dza,World,Total Merchandise,To,Total Merchandise Imports - Quarterly,2019,10373.780683,Million Us Dollar,wto
Algeria,Dza,World,Total Merchandise,To,Total Merchandise Imports - Quarterly,2018,10639.0,Million Us Dollar,wto
Algeria,Dza,World,Total Merchandise,To,Total Merchandise Imports - Quarterly,2017,10262.173887,Million Us Dollar,wto
Algeria,Dza,World,Total Merchandise,To,Total Merchandise Imports - Quarterly,2020,8773.587432,Million Us Dollar,wto
Algeria,Dza,World,Total Merchandise,To,Total Merchandise Imports - Quarterly,2021,9028.0,Million Us Dollar,wto
Algeria,Dza,World,Total Merchandise,To,Total Merchandise Imports - Quarterly,2022,9192.0,Million Us Dollar,wto
Algeria,Dza,World,Total Merchandise,To,Total Merchandise Imports - Quarterly,2023,10550.0,Million Us Dollar,wto
Algeria,Dza,World,Total Merchandise,To,Total Merchandise Imports - Quarterly,2024,11411.0,Million Us Dollar,wto
Algeria,Dza,World,Total Merchandise,To,Total Merchandise Imports - Quarterly,2025,11300.0,Million Us Dollar,wto
Algeria,Dza,World,Total Merchandise,To,Total Merchandise Imports - Quarterly,2025,14500.0,Million Us Dollar,wto
Algeria,Dza,World,Total Merchandise,To,Total Merchandise Imports - Quarterly,2024,12459.0,Million Us Dollar,wto
Algeria,Dza,World,Total Merchandise,To,Total Merchandise Imports - Quarterly,2023,11595.0,Million Us Dollar,wto
Algeria,Dza,World,Total Merchandise,To,Total Merchandise Imports - Quarterly,2022,10008.0,Million Us Dollar,wto
Algeria,Dza,World,Total Merchandise,To,Total Merchandise Imports - Quarterly,2021,9495.0,Million Us Dollar,wto
Algeria,Dza,World,Total Merchandise,To,Total Merchandise Imports - Quarterly,2020,8803.156101,Million Us Dollar,wto
Algeria,Dza,World,Total Merchandise,To,Total Merchandise Imports - Quarterly,2018,12627.21,Million Us Dollar,wto
Algeria,Dza,World,Total Merchandise,To,Total Merchandise Imports - Quarterly,2019,10200.150264,Million Us Dollar,wto
Algeria,Dza,World,Total Merchandise,To,Total Merchandise Imports - Quarterly,2016,11733.199799,Million Us Dollar,wto
Algeria,Dza,World,Total Merchandise,To,Total Merchandise Imports - Quarterly,2017,11835.0,Million Us Dollar,wto
Algeria,Dza,World,Total Merchandise,To,Total Merchandise Imports - Quarterly,2015,12159.169965,Million Us Dollar,wto
Algeria,Dza,World,Total Merchandise,To,Total Merchandise Exports - Quarterly,2025,11900.0,Million Us Dollar,wto
Algeria,Dza,World,Total Merchandise,To,Total Merchandise Exports - Quarterly,2016,6127.957512,Million Us Dollar,wto
Algeria,Dza,World,Total Merchandise,To,Total Merchandise Exports - Quarterly,2017,8938.0,Million Us Dollar,wto
Algeria,Dza,World,Total Merchandise,To,Total Merchandise Exports - Quarterly,2018,10019.62,Million Us Dollar,wto
Algeria,Dza,World,Total Merchandise,To,Total Merchandise Exports - Quarterly,2019,9411.812602,Million Us Dollar,wto
Algeria,Dza,World,Total Merchandise,To,Total Merchandise Exports - Quarterly,2020,6783.102081,Million Us Dollar,wto
Algeria,Dza,World,Total Merchandise,To,Total Merchandise Exports - Quarterly,2021,7721.680335,Million Us Dollar,wto
Algeria,Dza,World,Total Merchandise,To,Total Merchandise Exports - Quarterly,2022,13276.0,Million Us Dollar,wto
Algeria,Dza,World,Total Merchandise,To,Total Merchandise Exports - Quarterly,2023,13867.0,Million Us Dollar,wto
Algeria,Dza,World,Total Merchandise,To,Total Merchandise Exports - Quarterly,2024,12062.0,Million Us Dollar,wto
Algeria,Dza,World,Total Merchandise,To,Total Merchandise Exports - Quarterly,2015,9096.489667,Million Us Dollar,wto
Algeria,Dza,World,Total Merchandise,To,Total Merchandise Exports - Quarterly,2015,9902.264702,Million Us Dollar,wto
Algeria,Dza,World,Total Merchandise,To,Total Merchandise Exports - Quarterly,2024,12866.0,Million Us Dollar,wto
Algeria,Dza,World,Total Merchandise,To,Total Merchandise Exports - Quarterly,2023,13038.0,Million Us Dollar,wto
Algeria,Dza,World,Total Merchandise,To,Total Merchandise Exports - Quarterly,2022,17031.0,Million Us Dollar,wto
Algeria,Dza,World,Total Merchandise,To,Total Merchandise Exports - Quarterly,2021,9551.053975,Million Us Dollar,wto
Algeria,Dza,World,Total Merchandise,To,Total Merchandise Exports - Quarterly,2020,4321.696656,Million Us Dollar,wto
Algeria,Dza,World,Total Merchandise,To,Total Merchandise Exports - Quarterly,2019,8513.586522,Million Us Dollar,wto
Algeria,Dza,World,Total Merchandise,To,Total Merchandise Exports - Quarterly,2017,9015.0,Million Us Dollar,wto
Algeria,Dza,World,Total Merchandise,To,Total Merchandise Exports - Quarterly,2016,7293.838115,Million Us Dollar,wto
Algeria,Dza,World,Total Merchandise,To,Total Merchandise Exports - Quarterly,2025,11900.0,Million Us Dollar,wto
Algeria,Dza,World,Total Merchandise,To,Total Merchandise Exports - Quarterly,2018,10256.951429,Million Us Dollar,wto
Algeria,Dza,World,Total Merchandise,To,Total Merchandise Exports - Quarterly,2018,9735.428571,Million Us Dollar,wto
Algeria,Dza,World,Total Merchandise,To,Total Merchandise Exports - Quarterly,2025,11100.0,Million Us Dollar,wto
Algeria,Dza,World,Total Merchandise,To,Total Merchandise Exports - Quarterly,2017,7744.0,Million Us Dollar,wto
Algeria,Dza,World,Total Merchandise,To,Total Merchandise Exports - Quarterly,2019,8335.107909,Million Us Dollar,wto
Algeria,Dza,World,Total Merchandise,To,Total Merchandise Exports - Quarterly,2020,5135.705775,Million Us Dollar,wto
Algeria,Dza,World,Total Merchandise,To,Total Merchandise Exports - Quarterly,2021,9907.0,Million Us Dollar,wto
Algeria,Dza,World,Total Merchandise,To,Total Merchandise Exports - Quarterly,2022,17602.0,Million Us Dollar,wto
Algeria,Dza,World,Total Merchandise,To,Total Merchandise Exports - Quarterly,2023,14379.0,Million Us Dollar,wto
Algeria,Dza,World,Total Merchandise,To,Total Merchandise Exports - Quarterly,2024,11688.0,Million Us Dollar,wto
Algeria,Dza,World,Total Merchandise,To,Total Merchandise Exports - Quarterly,2016,7518.513023,Million Us Dollar,wto
Algeria,Dza,World,Total Merchandise,To,Total Merchandise Exports - Quarterly,2015,7835.717981,Million Us Dollar,wto
Algeria,Dza,World,Total Merchandise,To,Total Merchandise Exports - Quarterly,2015,7833.527651,Million Us Dollar,wto
Algeria,Dza,World,Total Merchandise,To,Total Merchandise Exports - Quarterly,2016,9085.69135,Million Us Dollar,wto
Algeria,Dza,World,Total Merchandise,To,Total Merchandise Exports - Quarterly,2024,12451.0,Million Us Dollar,wto
Algeria,Dza,World,Total Merchandise,To,Total Merchandise Exports - Quarterly,2023,14271.0,Million Us Dollar,wto
Algeria,Dza,World,Total Merchandise,To,Total Merchandise Exports - Quarterly,2022,17806.0,Million Us Dollar,wto
Algeria,Dza,World,Total Merchandise,To,Total Merchandise Exports - Quarterly,2021,11452.0,Million Us Dollar,wto
Algeria,Dza,World,Total Merchandise,To,Total Merchandise Exports - Quarterly,2020,5691.483547,Million Us Dollar,wto
Algeria,Dza,World,Total Merchandise,To,Total Merchandise Exports - Quarterly,2019,9062.762236,Million Us Dollar,wto
Algeria,Dza,World,Total Merchandise,To,Total Merchandise Exports - Quarterly,2018,11785.0,Million Us Dollar,wto
Algeria,Dza,World,Total Merchandise,To,Total Merchandise Exports - Quarterly,2017,9494.0,Million Us Dollar,wto
Algeria,Dza,World,Total Merchandise,To,Total Merchandise Exports - Quarterly,2025,10500.0,Million Us Dollar,wto
